"","female","cg","sc","hsg","mw","so","we","ne","exp1","exp2","exp3","wage"
"1678767",1,0,0,1,1,0,0,0,21,4.41,9.261,8.90625
"1678800",1,0,0,1,1,0,0,0,8,0.64,0.512,4.11666666666667
"1678804",0,0,0,1,1,0,0,0,24,5.76,13.824,14.5044642857143
"1678812",0,0,0,1,1,0,0,0,8,0.64,0.512,6.76875
"1678861",1,0,1,0,1,0,0,0,32.5,10.5625,34.328125,15.675
"1678867",1,1,0,0,1,0,0,0,29,8.41,24.389,21.375
"1678880",0,0,1,0,1,0,0,0,7,0.49,0.343,13.4583333333333
"1678883",0,0,1,0,1,0,0,0,18.5,3.4225,6.331625,13.18125
"1678884",1,0,1,0,1,0,0,0,14.5,2.1025,3.048625,14.9625
"1678910",1,1,0,0,1,0,0,0,9,0.81,0.729,16.03125
"1678911",0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,11.04375
"1678942",0,0,0,1,1,0,0,0,18,3.24,5.832,19.59375
"1678943",1,0,0,1,1,0,0,0,8,0.64,0.512,18.16875
"1678955",1,0,1,0,1,0,0,0,30,9,27,12.46875
"1678962",1,1,0,0,1,0,0,0,3,0.09,0.027,23.15625
"1678986",1,0,1,0,1,0,0,0,16.5,2.7225,4.492125,14.5294117647059
"1678996",0,1,0,0,1,0,0,0,8,0.64,0.512,17.8125
"1679009",0,0,1,0,1,0,0,0,11,1.21,1.331,14.82
"1679015",1,0,0,1,1,0,0,0,32,10.24,32.768,7.41
"1679019",0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,9.975
"1679029",0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,8.19375
"1679095",1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,7.32857142857143
"1679120",1,1,0,0,1,0,0,0,2,0.04,0.008,7.125
"1679135",0,1,0,0,1,0,0,0,30,9,27,16.5697674418605
"1679142",0,1,0,0,1,0,0,0,6,0.36,0.216,15.2475
"1679150",1,0,0,1,1,0,0,0,17,2.89,4.913,7.7027027027027
"1679178",0,0,0,1,1,0,0,0,12,1.44,1.728,10.2093333333333
"1679226",1,0,1,0,1,0,0,0,7,0.49,0.343,9.2625
"1679231",0,0,0,1,1,0,0,0,23,5.29,12.167,7.125
"1679279",1,0,1,0,1,0,0,0,25,6.25,15.625,13.338
"1679290",1,1,0,0,1,0,0,0,29,8.41,24.389,27.4804125
"1679303",0,0,1,0,1,0,0,0,26,6.76,17.576,9.975
"1679317",1,0,1,0,1,0,0,0,9,0.81,0.729,8.0625
"1679318",0,0,1,0,1,0,0,0,19,3.61,6.859,13.5375
"1679341",0,0,0,1,1,0,0,0,19,3.61,6.859,9.633
"1679353",0,0,0,1,1,0,0,0,15,2.25,3.375,9.5
"1679357",1,0,0,1,1,0,0,0,15,2.25,3.375,11.4
"1679359",0,1,0,0,1,0,0,0,10,1,1,149.625
"1679363",0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,7.41
"1679386",1,0,0,1,1,0,0,0,12,1.44,1.728,11.4
"1679394",1,0,1,0,1,0,0,0,4,0.16,0.064,8.38714285714286
"1679443",0,0,1,0,1,0,0,0,11.5,1.3225,1.520875,14.82
"1679451",1,0,0,1,1,0,0,0,10,1,1,13.9731428571429
"1679454",1,1,0,0,1,0,0,0,13,1.69,2.197,16.2857142857143
"1679465",1,0,1,0,1,0,0,0,15,2.25,3.375,15.675
"1679469",0,0,0,1,1,0,0,0,13,1.69,2.197,14.6571428571429
"1679470",0,0,1,0,1,0,0,0,9,0.81,0.729,15.675
"1679504",0,0,1,0,1,0,0,0,26.5,7.0225,18.609625,16.03125
"1679521",1,0,1,0,1,0,0,0,11.5,1.3225,1.520875,13.5375
"1679543",0,0,1,0,1,0,0,0,6,0.36,0.216,8.90625
"1679551",1,0,1,0,1,0,0,0,5,0.25,0.125,10.6875
"1679559",0,1,0,0,1,0,0,0,4,0.16,0.064,12.2142857142857
"1679681",0,0,0,1,1,0,0,0,17,2.89,4.913,2.85
"1679697",1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,10.6875
"1679708",0,1,0,0,1,0,0,0,18,3.24,5.832,10.6875
"1679755",0,1,0,0,1,0,0,0,19,3.61,6.859,35.625
"1679758",0,1,0,0,1,0,0,0,6,0.36,0.216,17.8125
"1679759",1,1,0,0,1,0,0,0,6,0.36,0.216,14.25
"1679776",1,0,1,0,1,0,0,0,32.5,10.5625,34.328125,11.1521739130435
"1679781",0,1,0,0,1,0,0,0,3,0.09,0.027,12.89625
"1679782",0,1,0,0,1,0,0,0,9,0.81,0.729,22.8
"1679793",1,0,0,1,1,0,0,0,8,0.64,0.512,6.84
"1679794",1,0,1,0,1,0,0,0,9,0.81,0.729,10.87524375
"1679802",0,0,1,0,1,0,0,0,11.5,1.3225,1.520875,53.4375
"1679814",1,0,0,1,1,0,0,0,10,1,1,14.25
"1679858",0,1,0,0,1,0,0,0,5,0.25,0.125,23.334375
"1679871",1,0,0,1,1,0,0,0,8,0.64,0.512,7.41
"1679880",0,1,0,0,1,0,0,0,7,0.49,0.343,15.5454545454546
"1679907",1,0,1,0,1,0,0,0,7,0.49,0.343,9.2625
"1679921",1,0,1,0,1,0,0,0,14.5,2.1025,3.048625,8.90625
"1679942",0,0,0,1,1,0,0,0,31,9.61,29.791,12.46875
"1679948",1,1,0,0,1,0,0,0,19,3.61,6.859,23.8694625
"1679964",1,1,0,0,1,0,0,0,2,0.04,0.008,8.90625
"1679969",0,0,0,1,1,0,0,0,31,9.61,29.791,7.23655714285714
"1679979",0,1,0,0,1,0,0,0,8,0.64,0.512,17.8125
"1679980",1,1,0,0,1,0,0,0,3,0.09,0.027,11.25
"1679982",1,0,0,1,1,0,0,0,7,0.49,0.343,4.07142857142857
"1679983",0,0,0,1,1,0,0,0,10,1,1,16.03125
"1679989",1,1,0,0,1,0,0,0,12,1.44,1.728,12.9545454545455
"1680001",0,0,0,1,1,0,0,0,22,4.84,10.648,15.31875
"1680021",1,0,1,0,1,0,0,0,18.5,3.4225,6.331625,11.04375
"1680046",0,0,1,0,1,0,0,0,32,10.24,32.768,15.675
"1680047",1,0,0,1,1,0,0,0,33,10.89,35.937,12.46875
"1680049",0,0,1,0,1,0,0,0,24,5.76,13.824,10.794375
"1680068",1,0,1,0,1,0,0,0,12,1.44,1.728,7.91666666666667
"1680084",0,0,1,0,1,0,0,0,9.5,0.9025,0.857375,8.90625
"1680091",0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,8.14285714285714
"1680095",0,0,1,0,1,0,0,0,9,0.81,0.729,13.6166666666667
"1680100",1,0,0,1,1,0,0,0,6,0.36,0.216,3.42
"1680113",0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,11.97
"1680121",0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,26.3625
"1680122",1,0,0,1,1,0,0,0,17,2.89,4.913,8.19375
"1680191",1,0,0,1,1,0,0,0,6,0.36,0.216,13.338
"1680216",1,0,0,1,1,0,0,0,19,3.61,6.859,11.02629375
"1680217",0,1,0,0,1,0,0,0,12,1.44,1.728,8.82106666666667
"1680218",1,0,0,1,1,0,0,0,13,1.69,2.197,13.18125
"1680250",0,0,1,0,1,0,0,0,11,1.21,1.331,17.6428571428571
"1680262",0,0,0,1,1,0,0,0,20,4,8,14.9625
"1680270",1,1,0,0,1,0,0,0,26,6.76,17.576,19.59375
"1680277",1,0,1,0,1,0,0,0,30,9,27,14.0307692307692
"1680311",0,1,0,0,1,0,0,0,5,0.25,0.125,21.73125
"1680362",0,0,0,1,1,0,0,0,13,1.69,2.197,9.2625
"1680363",0,0,0,1,1,0,0,0,17,2.89,4.913,9.975
"1680380",0,0,1,0,1,0,0,0,30,9,27,12.1125
"1680384",1,0,0,1,1,0,0,0,21,4.41,9.261,27.6857142857143
"1680388",1,0,0,1,1,0,0,0,34,11.56,39.304,11.1964285714286
"1680414",0,0,1,0,1,0,0,0,10.5,1.1025,1.157625,20.4339622641509
"1680424",0,0,0,1,1,0,0,0,15,2.25,3.375,10.18875
"1680450",1,1,0,0,1,0,0,0,10,1,1,11.04375
"1680479",0,0,0,1,1,0,0,0,25,6.25,15.625,19.1079545454545
"1680480",0,0,0,1,1,0,0,0,19,3.61,6.859,10.6875
"1680482",0,0,0,1,1,0,0,0,8,0.64,0.512,5.34375
"1680519",1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,5.34375
"1680520",0,0,0,1,1,0,0,0,14,1.96,2.744,11.4
"1680573",0,0,1,0,1,0,0,0,26.5,7.0225,18.609625,17.1
"1680579",1,1,0,0,1,0,0,0,14,1.96,2.744,14.25
"1680580",0,1,0,0,1,0,0,0,13,1.69,2.197,14.25
"1680588",0,0,0,1,1,0,0,0,34,11.56,39.304,16.03125
"1680594",0,0,1,0,1,0,0,0,15.5,2.4025,3.723875,14.071875
"1680595",1,0,1,0,1,0,0,0,7,0.49,0.343,14.25
"1680596",0,0,0,1,1,0,0,0,33,10.89,35.937,25.3333333333333
"1680612",0,1,0,0,1,0,0,0,23,5.29,12.167,8.14285714285714
"1680613",0,1,0,0,1,0,0,0,3,0.09,0.027,12.6666666666667
"1680622",0,1,0,0,1,0,0,0,14,1.96,2.744,16.921875
"1680623",1,0,1,0,1,0,0,0,16,2.56,4.096,4.845
"1680632",0,0,1,0,1,0,0,0,20.5,4.2025,8.615125,10.33125
"1680640",1,0,0,1,1,0,0,0,23,5.29,12.167,11.4
"1680650",0,0,1,0,1,0,0,0,16,2.56,4.096,17.45625
"1680651",1,1,0,0,1,0,0,0,6,0.36,0.216,17.1
"1680653",1,0,1,0,1,0,0,0,18.5,3.4225,6.331625,5.34375
"1680659",1,1,0,0,1,0,0,0,23,5.29,12.167,16.03125
"1680660",0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,0.4275
"1680665",0,0,0,1,1,0,0,0,19,3.61,6.859,12.46875
"1680666",1,0,0,1,1,0,0,0,17,2.89,4.913,10.6875
"1680689",1,0,1,0,1,0,0,0,9,0.81,0.729,19.2375
"1680696",0,0,0,1,1,0,0,0,21,4.41,9.261,7.41
"1680698",1,1,0,0,1,0,0,0,3,0.09,0.027,10.1045454545455
"1680721",0,1,0,0,1,0,0,0,28,7.84,21.952,35.91
"1680737",0,1,0,0,1,0,0,0,17,2.89,4.913,17.990625
"1680760",0,1,0,0,1,0,0,0,8,0.64,0.512,59.375
"1680765",0,1,0,0,1,0,0,0,3,0.09,0.027,17.1
"1680766",0,1,0,0,1,0,0,0,2,0.04,0.008,14.25
"1680767",0,1,0,0,1,0,0,0,2,0.04,0.008,14.25
"1680769",1,0,0,1,1,0,0,0,28,7.84,21.952,11.875
"1680773",1,0,1,0,1,0,0,0,27.5,7.5625,20.796875,13.421511627907
"1680785",0,0,0,1,1,0,0,0,14,1.96,2.744,17.1
"1680786",1,1,0,0,1,0,0,0,23,5.29,12.167,13.5375
"1680817",0,0,1,0,1,0,0,0,9,0.81,0.729,16.3875
"1680819",0,1,0,0,1,0,0,0,2,0.04,0.008,19.1158536585366
"1680829",1,1,0,0,1,0,0,0,3,0.09,0.027,14.25
"1680863",0,0,1,0,1,0,0,0,18,3.24,5.832,21.375
"1680864",1,0,1,0,1,0,0,0,15,2.25,3.375,14.079
"1680883",1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,21.375
"1680885",0,0,1,0,1,0,0,0,27.5,7.5625,20.796875,14.25
"1680889",0,0,1,0,1,0,0,0,18.5,3.4225,6.331625,12.46875
"1680912",0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,11.4
"1680916",0,0,0,1,1,0,0,0,20,4,8,14.25
"1680921",0,0,0,1,1,0,0,0,14,1.96,2.744,18.3666666666667
"1680923",1,1,0,0,1,0,0,0,19,3.61,6.859,14.25
"1680927",0,0,1,0,1,0,0,0,11,1.21,1.331,14.25
"1680937",0,1,0,0,1,0,0,0,2,0.04,0.008,10.6875
"1680953",0,0,1,0,1,0,0,0,13.5,1.8225,2.460375,13.5375
"1680963",0,0,1,0,1,0,0,0,24,5.76,13.824,16.494375
"1680973",1,0,1,0,1,0,0,0,13,1.69,2.197,9
"1680998",0,0,0,1,1,0,0,0,8,0.64,0.512,10.438125
"1681007",0,1,0,0,1,0,0,0,20,4,8,8.43125
"1681032",1,0,1,0,1,0,0,0,10,1,1,5.225
"1681033",0,0,1,0,1,0,0,0,13,1.69,2.197,7.71054545454545
"1681034",1,0,1,0,1,0,0,0,16.5,2.7225,4.492125,13.395
"1681040",0,1,0,0,1,0,0,0,3,0.09,0.027,8.55
"1681041",0,1,0,0,1,0,0,0,5,0.25,0.125,18.43
"1681092",1,0,0,1,1,0,0,0,27,7.29,19.683,16.9642857142857
"1681166",0,0,1,0,1,0,0,0,20,4,8,4.275
"1681168",1,0,1,0,1,0,0,0,8.5,0.7225,0.614125,7.125
"1681175",1,0,0,1,1,0,0,0,15,2.25,3.375,4.88571428571429
"1681192",1,0,1,0,1,0,0,0,9.5,0.9025,0.857375,11.4
"1681209",0,0,0,1,1,0,0,0,14,1.96,2.744,8.90625
"1681217",0,0,1,0,1,0,0,0,21,4.41,9.261,13.4583333333333
"1681222",0,0,0,1,1,0,0,0,31,9.61,29.791,9.39893617021277
"1681249",1,1,0,0,1,0,0,0,18,3.24,5.832,10.26
"1681257",0,0,1,0,1,0,0,0,12.5,1.5625,1.953125,19.59375
"1681266",0,0,0,1,1,0,0,0,10,1,1,14.25
"1681320",0,1,0,0,1,0,0,0,8,0.64,0.512,23.15625
"1681321",0,1,0,0,1,0,0,0,10,1,1,17.1
"1681328",0,0,1,0,1,0,0,0,9.5,0.9025,0.857375,4.88571428571429
"1681382",1,1,0,0,1,0,0,0,8,0.64,0.512,6.4125
"1681387",0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,16.03125
"1681391",0,0,0,1,1,0,0,0,8,0.64,0.512,8.55
"1681411",0,0,1,0,1,0,0,0,14,1.96,2.744,23.75
"1681425",1,0,1,0,1,0,0,0,26.5,7.0225,18.609625,17.8125
"1681430",0,0,0,1,1,0,0,0,13,1.69,2.197,12.825
"1681431",0,1,0,0,1,0,0,0,20,4,8,12.46875
"1681445",0,0,1,0,1,0,0,0,18,3.24,5.832,19.59375
"1681453",1,0,1,0,1,0,0,0,8.5,0.7225,0.614125,8.55
"1681513",0,0,0,1,1,0,0,0,28,7.84,21.952,8.25
"1681515",1,1,0,0,1,0,0,0,15,2.25,3.375,26.125
"1681516",0,1,0,0,1,0,0,0,10,1,1,19.95
"1681523",0,1,0,0,1,0,0,0,8,0.64,0.512,26.9166666666667
"1681539",0,1,0,0,1,0,0,0,11,1.21,1.331,11.4
"1681542",0,0,0,1,1,0,0,0,22,4.84,10.648,11.04375
"1681550",0,0,1,0,1,0,0,0,31.5,9.9225,31.255875,9.2625
"1681558",1,1,0,0,1,0,0,0,25,6.25,15.625,15.2
"1681572",0,1,0,0,1,0,0,0,7,0.49,0.343,9.32727272727273
"1681573",0,1,0,0,1,0,0,0,4,0.16,0.064,12.255
"1681576",0,0,1,0,1,0,0,0,18,3.24,5.832,16.3875
"1681612",0,0,0,1,1,0,0,0,6,0.36,0.216,7.8375
"1681625",0,0,1,0,1,0,0,0,28.5,8.1225,23.149125,12.5875
"1681632",1,1,0,0,1,0,0,0,5,0.25,0.125,12.46875
"1681648",1,0,0,1,1,0,0,0,11,1.21,1.331,0.004275
"1681656",1,0,1,0,1,0,0,0,29,8.41,24.389,12.46875
"1681682",0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,19.59375
"1681690",1,1,0,0,1,0,0,0,17,2.89,4.913,14.25
"1681713",1,0,1,0,1,0,0,0,9.5,0.9025,0.857375,10.33125
"1681733",0,0,1,0,1,0,0,0,14,1.96,2.744,12.46875
"1681734",1,0,1,0,1,0,0,0,15.5,2.4025,3.723875,17.8125
"1681756",0,1,0,0,1,0,0,0,28,7.84,21.952,4.845
"1681776",1,0,1,0,1,0,0,0,29.5,8.7025,25.672375,21.375
"1681777",1,0,1,0,1,0,0,0,28.5,8.1225,23.149125,7.125
"1681779",1,0,0,1,1,0,0,0,6,0.36,0.216,11.4
"1681788",1,0,1,0,1,0,0,0,10.5,1.1025,1.157625,10.6875
"1681793",0,1,0,0,1,0,0,0,14,1.96,2.744,14.25
"1681796",1,0,1,0,1,0,0,0,20,4,8,18.133125
"1681803",0,1,0,0,1,0,0,0,4,0.16,0.064,21.5333333333333
"1681804",1,1,0,0,1,0,0,0,5,0.25,0.125,9.975
"1681811",1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,9.77142857142857
"1681819",0,1,0,0,1,0,0,0,3,0.09,0.027,10.224375
"1681842",0,0,0,1,1,0,0,0,30,9,27,9.975
"1681853",0,1,0,0,1,0,0,0,16,2.56,4.096,17.4166666666667
"1681854",1,1,0,0,1,0,0,0,7,0.49,0.343,14.725
"1681865",1,0,1,0,1,0,0,0,6,0.36,0.216,7.46145833333333
"1681880",0,0,0,1,1,0,0,0,10,1,1,5.13
"1681890",0,0,0,1,1,0,0,0,9,0.81,0.729,8.55
"1681891",1,0,1,0,1,0,0,0,8,0.64,0.512,8.90625
"1681892",1,1,0,0,1,0,0,0,2,0.04,0.008,21.375
"1681894",1,1,0,0,1,0,0,0,2,0.04,0.008,22.44375
"1681895",0,1,0,0,1,0,0,0,2,0.04,0.008,17.1
"1681907",0,1,0,0,1,0,0,0,18,3.24,5.832,47.5
"1681912",0,1,0,0,1,0,0,0,18,3.24,5.832,26.9859375
"1681913",1,1,0,0,1,0,0,0,15,2.25,3.375,18.525
"1681929",1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,20.2666666666667
"1681932",0,1,0,0,1,0,0,0,17,2.89,4.913,21.375
"1681941",0,1,0,0,1,0,0,0,28,7.84,21.952,17.8125
"1681947",0,0,1,0,1,0,0,0,27.5,7.5625,20.796875,10.6875
"1681954",1,1,0,0,1,0,0,0,17,2.89,4.913,24.9382125
"1681958",1,1,0,0,1,0,0,0,28,7.84,21.952,8.55
"1681963",0,1,0,0,1,0,0,0,8,0.64,0.512,21.375
"1681964",1,0,0,1,1,0,0,0,10,1,1,18.525
"1681967",1,1,0,0,1,0,0,0,6,0.36,0.216,17.8125
"1681968",1,1,0,0,1,0,0,0,10,1,1,14.9625
"1681971",1,1,0,0,1,0,0,0,9,0.81,0.729,29.2125
"1681972",1,1,0,0,1,0,0,0,8,0.64,0.512,24.225
"1681973",0,0,0,1,1,0,0,0,7,0.49,0.343,8.38714285714286
"1681988",1,1,0,0,1,0,0,0,24,5.76,13.824,13.18125
"1681990",1,1,0,0,1,0,0,0,2,0.04,0.008,10.6875
"1681999",0,1,0,0,1,0,0,0,18,3.24,5.832,11.04375
"1682000",1,0,0,1,1,0,0,0,35,12.25,42.875,9.013125
"1682002",0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,8.18357142857143
"1682003",1,0,1,0,1,0,0,0,24.5,6.0025,14.706125,11.875
"1682007",0,1,0,0,1,0,0,0,2,0.04,0.008,10.6875
"1682012",0,1,0,0,1,0,0,0,3,0.09,0.027,11.506875
"1682013",1,1,0,0,1,0,0,0,3,0.09,0.027,10.3781512605042
"1682019",0,1,0,0,1,0,0,0,4,0.16,0.064,17.206875
"1682020",1,0,1,0,1,0,0,0,5.5,0.3025,0.166375,17.3310810810811
"1682021",1,1,0,0,1,0,0,0,6,0.36,0.216,19.59375
"1682023",0,1,0,0,1,0,0,0,31,9.61,29.791,26.9166666666667
"1682036",1,1,0,0,1,0,0,0,24,5.76,13.824,31.9561
"1682037",0,1,0,0,1,0,0,0,5,0.25,0.125,24.225
"1682038",0,1,0,0,1,0,0,0,5,0.25,0.125,14.25
"1682051",0,1,0,0,1,0,0,0,7,0.49,0.343,9.975
"1682053",0,0,1,0,1,0,0,0,6,0.36,0.216,4.75
"1682054",1,1,0,0,1,0,0,0,4,0.16,0.064,8.55
"1682056",1,0,1,0,1,0,0,0,20,4,8,14.25
"1682080",1,0,0,1,1,0,0,0,7,0.49,0.343,7.125
"1682093",0,1,0,0,1,0,0,0,5,0.25,0.125,16.53
"1682094",1,0,1,0,1,0,0,0,11.5,1.3225,1.520875,8.14285714285714
"1682095",0,0,1,0,1,0,0,0,10,1,1,12.46875
"1682098",1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,6.4125
"1682102",1,0,0,1,1,0,0,0,18,3.24,5.832,13.395
"1682114",0,1,0,0,1,0,0,0,16,2.56,4.096,35.625
"1682137",0,1,0,0,1,0,0,0,10,1,1,16.03125
"1682177",1,0,1,0,1,0,0,0,23,5.29,12.167,7.41
"1682181",1,0,0,1,1,0,0,0,10,1,1,12.9675
"1682197",0,0,1,0,1,0,0,0,32,10.24,32.768,17.1
"1682209",0,0,1,0,1,0,0,0,28,7.84,21.952,9.61875
"1682211",0,0,1,0,1,0,0,0,7,0.49,0.343,14.25
"1682212",1,0,1,0,1,0,0,0,9.5,0.9025,0.857375,12.46875
"1682222",0,0,0,1,1,0,0,0,7,0.49,0.343,12.46875
"1682233",0,0,1,0,1,0,0,0,4,0.16,0.064,17.4166666666667
"1682242",0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,9.2625
"1682245",0,0,1,0,1,0,0,0,7.5,0.5625,0.421875,13.5714285714286
"1682246",1,1,0,0,1,0,0,0,2,0.04,0.008,10.9928571428571
"1682247",1,1,0,0,1,0,0,0,27,7.29,19.683,18.88125
"1682262",0,1,0,0,1,0,0,0,3,0.09,0.027,21.8329431818182
"1682278",1,0,1,0,1,0,0,0,11,1.21,1.331,10.33125
"1682283",1,1,0,0,1,0,0,0,26,6.76,17.576,16.625
"1682293",1,0,1,0,1,0,0,0,19.5,3.8025,7.414875,17.5071428571429
"1682295",1,0,0,1,1,0,0,0,11,1.21,1.331,11.75625
"1682309",0,0,0,1,1,0,0,0,15,2.25,3.375,11.875
"1682330",0,0,0,1,1,0,0,0,14,1.96,2.744,14.25
"1682353",1,0,1,0,1,0,0,0,24.5,6.0025,14.706125,23.15625
"1682369",1,0,1,0,1,0,0,0,6,0.36,0.216,14.9625
"1682392",1,1,0,0,1,0,0,0,12,1.44,1.728,33.54200625
"1682393",1,1,0,0,1,0,0,0,12,1.44,1.728,23.15625
"1682396",0,1,0,0,1,0,0,0,11,1.21,1.331,1.29545454545455
"1682419",0,0,1,0,1,0,0,0,15,2.25,3.375,58.1875
"1682430",1,0,1,0,1,0,0,0,5,0.25,0.125,13.68
"1682435",0,0,0,1,1,0,0,0,19,3.61,6.859,16.03125
"1682462",0,1,0,0,1,0,0,0,6,0.36,0.216,30.28125
"1682472",0,0,1,0,1,0,0,0,10,1,1,12.9244186046512
"1682474",1,0,0,1,1,0,0,0,14,1.96,2.744,12.46875
"1682507",1,0,1,0,1,0,0,0,10,1,1,7.91666666666667
"1682517",1,0,1,0,1,0,0,0,12,1.44,1.728,4.63125
"1682518",0,0,1,0,1,0,0,0,14.5,2.1025,3.048625,20.6625
"1682524",1,0,1,0,1,0,0,0,10.5,1.1025,1.157625,10.1705882352941
"1682567",0,0,0,1,1,0,0,0,6,0.36,0.216,12.46875
"1682568",1,1,0,0,1,0,0,0,17,2.89,4.913,14.9625
"1682594",1,0,1,0,1,0,0,0,4,0.16,0.064,13.338
"1682611",1,0,1,0,1,0,0,0,17.5,3.0625,5.359375,14.6571428571429
"1682612",0,0,1,0,1,0,0,0,27.5,7.5625,20.796875,12.46875
"1682645",0,1,0,0,1,0,0,0,2,0.04,0.008,0.814285714285714
"1682655",1,0,1,0,1,0,0,0,7,0.49,0.343,3.76607142857143
"1682669",1,0,1,0,1,0,0,0,32.5,10.5625,34.328125,10.6875
"1682703",1,0,1,0,1,0,0,0,19,3.61,6.859,10.6875
"1682710",0,0,0,1,1,0,0,0,21,4.41,9.261,8.19375
"1682711",0,0,1,0,1,0,0,0,15,2.25,3.375,13.68
"1682713",0,0,0,1,1,0,0,0,35,12.25,42.875,16.625
"1682715",1,1,0,0,1,0,0,0,24,5.76,13.824,12.18375
"1682728",1,0,0,1,1,0,0,0,12,1.44,1.728,10.6875
"1682729",1,0,0,1,1,0,0,0,6,0.36,0.216,11.4
"1682748",0,0,0,1,1,0,0,0,6,0.36,0.216,6.13846153846154
"1682765",0,0,0,1,1,0,0,0,13,1.69,2.197,5.985
"1682798",0,1,0,0,1,0,0,0,16,2.56,4.096,24.9375
"1682808",1,0,0,1,1,0,0,0,30,9,27,12.1125
"1682837",0,0,0,1,1,0,0,0,16,2.56,4.096,12.825
"1682842",0,0,0,1,1,0,0,0,7,0.49,0.343,11.6590909090909
"1682860",0,0,1,0,1,0,0,0,30.5,9.3025,28.372625,10.8519230769231
"1682867",0,0,1,0,1,0,0,0,16,2.56,4.096,21.01875
"1682885",0,0,0,1,1,0,0,0,28,7.84,21.952,16.157125
"1682890",0,0,0,1,1,0,0,0,33,10.89,35.937,8.8179
"1682899",0,0,1,0,1,0,0,0,33,10.89,35.937,12.1125
"1682914",0,0,0,1,1,0,0,0,10,1,1,9.56785714285714
"1682915",0,1,0,0,1,0,0,0,3,0.09,0.027,17.9142857142857
"1682925",1,0,1,0,1,0,0,0,26.5,7.0225,18.609625,7.18833333333333
"1682930",0,0,0,1,1,0,0,0,8,0.64,0.512,7.125
"1682967",1,0,1,0,1,0,0,0,7,0.49,0.343,7.422825
"1682973",0,1,0,0,1,0,0,0,5,0.25,0.125,25.08
"1682974",0,1,0,0,1,0,0,0,2,0.04,0.008,11.4
"1683018",0,0,1,0,1,0,0,0,15,2.25,3.375,9.61875
"1683031",0,0,0,1,1,0,0,0,7,0.49,0.343,8.23333333333333
"1683035",1,1,0,0,1,0,0,0,12,1.44,1.728,15.5454545454546
"1683048",0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,11.4
"1683054",0,0,1,0,1,0,0,0,17.5,3.0625,5.359375,17.3035714285714
"1683056",0,0,0,1,1,0,0,0,20,4,8,18.579625
"1683057",0,0,1,0,1,0,0,0,7,0.49,0.343,7.8375
"1683081",0,0,0,1,1,0,0,0,16,2.56,4.096,9.975
"1683117",0,0,1,0,1,0,0,0,23.5,5.5225,12.977875,9.975
"1683139",0,0,0,1,1,0,0,0,27,7.29,19.683,8.19375
"1683140",1,0,0,1,1,0,0,0,26,6.76,17.576,22.0875
"1683142",0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,12.35
"1683169",1,0,0,1,1,0,0,0,16,2.56,4.096,5.9375
"1683198",1,0,1,0,1,0,0,0,9,0.81,0.729,16.03125
"1683213",0,0,0,1,1,0,0,0,22,4.84,10.648,11.75625
"1683233",0,0,0,1,1,0,0,0,17,2.89,4.913,17.3780487804878
"1683240",0,0,0,1,1,0,0,0,11,1.21,1.331,12.6222428571429
"1683245",0,0,0,1,1,0,0,0,34,11.56,39.304,8.55
"1683262",1,0,0,1,1,0,0,0,6,0.36,0.216,7.48125
"1683265",0,1,0,0,1,0,0,0,6,0.36,0.216,14.25
"1683288",1,0,1,0,1,0,0,0,9,0.81,0.729,17.1
"1683301",1,1,0,0,1,0,0,0,16,2.56,4.096,13.487625
"1683302",0,0,1,0,1,0,0,0,18,3.24,5.832,16.03125
"1683321",0,1,0,0,1,0,0,0,18,3.24,5.832,16.74375
"1683323",0,0,0,1,1,0,0,0,34,11.56,39.304,9.975
"1683329",0,1,0,0,1,0,0,0,4,0.16,0.064,15.2
"1683334",0,0,0,1,1,0,0,0,19,3.61,6.859,12.46875
"1683342",1,0,1,0,1,0,0,0,32.5,10.5625,34.328125,12.46875
"1683349",0,1,0,0,1,0,0,0,2,0.04,0.008,8.90625
"1683350",1,1,0,0,1,0,0,0,3,0.09,0.027,17.45625
"1683351",1,0,1,0,1,0,0,0,20,4,8,9.975
"1683354",0,1,0,0,1,0,0,0,7,0.49,0.343,21.37464375
"1683377",0,0,1,0,1,0,0,0,4,0.16,0.064,7.125
